Real_AT_mean,Real_AT_max,Predicted_AT_mean,Predicted_AT_max
27.193898749999995,31.56987,27.265676,31.957424
27.83603792,32.5501,27.034275,31.710999
28.458945420000003,32.5654,27.337446,32.022774
28.17667875,33.5441,27.794474,32.514294
26.49459667,29.58493,27.674269,32.399548
25.12459542,28.5894,26.69289,31.350536
25.03309208,28.5741,25.879076,30.436316
25.35282292,31.5408,25.86498,30.34603
24.8199525,28.5741,25.962654,30.397932
25.428835,28.5588,25.593872,29.969841
26.962016670000004,30.5468,25.913143,30.285046
27.66386875,32.5348,26.779617,31.235807
27.08881667,32.54857,27.119,31.668852
26.75397708,31.5408,26.780487,31.372602
25.39615208,30.5468,26.595215,31.210318
24.73099917,29.53903,25.769316,30.327934
26.21116167,31.5408,25.384777,29.86752
26.7964775,30.5468,26.268343,30.765636
26.09723917,30.5468,26.570644,31.102333
23.92349125,30.53303,26.158829,30.684002
25.00740083,30.54833,24.80403,29.232779
25.26947958,28.5741,25.562271,29.981867
24.89845083,29.55433,25.703379,30.112862
24.66365708,27.5801,25.473852,29.846178
26.94202,30.5621,25.393475,29.7107
25.14580333,29.5528,26.642431,31.015587
26.43360875,30.5468,25.557348,29.871822
25.28127333,30.5621,26.331396,30.682114
24.8171475,28.57257,25.717264,30.028305
24.4515375,29.5681,25.46515,29.726896
25.81663,29.56657,25.283247,29.478485
27.062954999999995,30.56057,25.959276,30.154263
26.27355208,31.54233,26.595316,30.842186
26.27737708,29.5528,26.209614,30.453535
26.76991458,29.55433,26.257893,30.508045
26.64878833,30.54833,26.527987,30.810608
26.69218125,30.5621,26.484913,30.791456
27.019307079999997,30.54833,26.558256,30.893671
27.30909625,31.54233,26.76512,31.147789
27.608511670000002,31.5561,26.961842,31.40453
27.72632292,31.5561,27.194332,31.700167
26.69001375,32.54857,27.266184,31.82793
25.52645833,29.5681,26.59779,31.147793
25.56303,28.57257,25.912027,30.409552
26.14318208,31.54233,25.958359,30.428612
26.47349542,30.54833,26.284575,30.763895
26.01523458,28.5588,26.419758,30.915089
26.04734375,32.5348,26.100937,30.581682
25.09718292,31.5408,26.047714,30.529358
25.50790708,31.5408,25.500116,29.934347
25.58340917,32.52103,25.742434,30.168823
25.01900333,30.54833,25.719606,30.134388
25.3070075,31.5408,25.482164,29.86296
26.64050083,31.5561,25.61218,29.97263
25.11133542,29.55433,26.400427,30.806057
24.446055,28.5588,25.51853,29.85686
24.77349958,28.5588,25.186941,29.450161
24.23246917,28.54503,25.360285,29.571932
26.09558167,30.5468,25.054049,29.194427
24.1936025,29.55433,26.007538,30.181023
24.97497292,29.5528,25.02981,29.130543
24.72883167,30.5468,25.38947,29.46606
25.10610792,31.5561,25.25304,29.297234
26.01542583,30.5468,25.463978,29.495346
25.310195,28.5588,25.904388,29.957195
25.27005333,29.55433,25.565779,29.609308
24.35920542,28.5588,25.544333,29.58526
24.59744167,29.55433,25.036524,29.043787
25.25800458,29.53903,25.137718,29.133987
25.4343175,30.5468,25.4917,29.527971
25.52180458,29.5681,25.63823,29.730116
24.73208292,29.56657,25.711847,29.855375
24.86411042,27.5648,25.193056,29.33933
25.60183292,29.5528,25.40202,29.551968
24.77209708,28.5588,25.76983,29.954927
24.65619833,29.5681,25.194527,29.364386
24.32977375,27.5801,25.256062,29.41341
24.97541917,28.5588,25.07062,29.189995
25.56691875,29.55433,25.352873,29.474169
25.63846833,30.5621,25.737095,29.898376
25.09794792,31.52703,25.650745,29.840452
24.14887083,27.55103,25.338903,29.531929
24.59533792,29.53903,24.840658,28.990738
24.80535375,29.5375,25.0803,29.220367
25.22729792,29.5528,25.196342,29.339272
25.21703417,29.5375,25.473312,29.641594
24.90265833,30.54833,25.358496,29.533724
24.48402917,28.5588,25.313578,29.478626
24.15301458,29.5528,25.056112,29.179663
26.13330083,30.5468,24.89995,28.964508
26.51491208,31.5408,25.894392,30.012407
26.14171583,30.56057,26.135406,30.308252
25.19034375,29.5528,25.982227,30.182846
25.31586875,29.5681,25.511192,29.68652
25.43820625,29.5528,25.606077,29.758354
24.93699875,29.5528,25.6541,29.787685
24.16289583,26.5708,25.34031,29.43602
24.53009958,27.5801,25.005932,29.039597
25.36085542,28.57257,25.18502,29.182112
24.74215542,28.5741,25.636555,29.652086
25.65721083,29.5681,25.212046,29.210766
24.6982525,27.5801,25.835842,29.87689
24.89889708,28.5588,25.119526,29.132915
25.76890208,29.5528,25.29604,29.309168
25.94642625,29.5681,25.803623,29.873482
26.02039833,31.54233,25.923792,30.046465
23.98518042,26.5861,25.874243,30.032557
23.83963792,27.5495,24.637384,28.709171
26.13266333,29.53903,24.522493,28.535774
26.51554958,30.5468,26.083145,30.2115
24.69755125,29.5528,26.160677,30.368816
25.3031825,29.53903,25.090446,29.250265
25.26820458,29.5528,25.437458,29.603945
25.13624083,31.52703,25.467182,29.633904
24.811155,30.5468,25.314209,29.46917
24.97095667,28.5588,25.207783,29.3409
25.520445,29.5375,25.271412,29.395325
24.08966792,26.5555,25.353142,29.504023
25.9025025,30.5315,24.767303,28.891853
26.63061958,32.5348,25.675024,29.86764
25.88441833,30.5468,26.226284,30.501492
25.63547208,30.5468,25.805565,30.09281
26.38517958,31.5408,25.69343,29.97574
26.73797583,31.5408,26.149515,30.447557
27.024131250000003,31.5255,26.230291,30.543695
26.76632375,31.51173,26.440165,30.79635
26.12227208,30.5315,26.293678,30.690992
26.61901708,31.5255,26.100243,30.519876
26.63068333,31.52703,26.408422,30.864964
27.36528208,31.52703,26.46944,30.948278
25.58761667,29.5528,26.849667,31.377728
26.11417583,30.5315,25.712254,30.18517
24.38532208,28.5588,26.099403,30.581125
25.42813375,31.5408,25.000477,29.393
26.16687625,30.5468,25.840887,30.228025
24.34811292,27.5495,26.047579,30.443117
25.33905292,29.5375,24.88585,29.188345
25.33892542,29.5375,25.624449,29.929039
25.43552875,31.5561,25.499413,29.786966
25.26686583,29.5528,25.653656,29.934217
26.01083583,30.5468,25.474752,29.726904
24.73456917,28.5588,25.919172,30.191423
26.043455,30.5468,25.177622,29.377434
26.17490875,29.53903,25.864786,30.090559
25.13528458,30.5468,25.973867,30.223331
25.98457083,31.5255,25.329597,29.536945
25.51948875,29.5375,25.691277,29.921738
25.33138208,29.5069,25.405252,29.643232
23.51274625,25.53243,25.172745,29.434128
24.37078708,28.5588,24.227894,28.454967
24.31485625,27.55103,25.00381,29.241158
23.68519125,26.5555,25.083433,29.297922
24.34917583,28.5282,24.605701,28.739395
23.64539042,28.48383,24.648842,28.729284
23.63397917,28.467,23.810467,27.862354
21.90924833,26.45146,23.731653,27.818779
22.47437625,27.47453,22.225927,26.383673
24.08301708,28.51443,23.326597,27.535831
23.74135625,28.48383,24.780998,29.099463
24.65379792,29.5222,23.838701,28.261545
24.81451292,28.52973,24.770094,29.244535
24.54616583,30.48713,25.269289,29.80121
24.08129583,29.50843,24.049412,28.630514
24.89466875,29.50843,24.723196,29.313908
25.35647875,30.50243,25.446209,30.055311
24.992845,29.50843,25.040064,29.669865
25.92198917,31.51173,25.1566,29.804482
26.4153125,29.53903,25.983652,30.665512
25.82005167,29.52373,26.50209,31.207407
25.17557583,30.50243,25.766195,30.43301
23.98996292,28.43946,24.802523,29.427008
24.15488542,28.4976,24.023123,28.629074
25.18930292,30.51773,24.897615,29.519033
24.38073208,28.5435,25.753803,30.392202
25.07136417,29.52373,25.102549,29.681385
23.49109208,29.5222,25.315474,29.839514
24.80915792,30.5162,24.310982,28.727188
25.44551667,29.52373,25.101948,29.476812
24.83510417,30.5315,25.584513,29.962126
24.63012458,28.5435,25.271338,29.618319
24.90002375,29.5375,25.161257,29.458069
25.26166042,30.45653,25.090055,29.34292
25.03366708,30.5009,24.81383,29.057055
25.00162167,30.4856,24.65883,28.937754
25.15494167,30.51773,24.926247,29.250444
24.95799458,29.52373,25.259758,29.611887
24.81585167,29.50843,25.027891,29.378277
25.18413917,29.5069,24.972557,29.29168
25.07270292,28.52973,25.103666,29.395958
25.8905175,30.5162,25.118576,29.394701
25.37605,30.50243,25.663721,29.947662
24.879815,30.5009,25.159386,29.486944
25.3894375,29.5222,24.958176,29.307734
25.36043125,31.48113,25.546608,29.914324
24.21292,29.46253,25.09816,29.526781
23.57033458,27.50513,24.083353,28.574675
24.54183083,30.47183,24.034824,28.524475
24.18425333,31.479600000000005,24.612335,29.116892
25.13033417,30.470300000000005,24.136343,28.722137
25.1090625,29.49313,25.077402,29.690638
24.95130083,30.48713,24.917606,29.644407
24.65845167,29.5069,24.764267,29.587875
24.49297625,29.49313,24.58323,29.495882
24.8618375,31.48113,24.543262,29.531382
24.9927175,31.49643,24.961853,30.019156
25.17840167,30.50243,25.009521,30.16691
25.6450775,30.51773,25.294844,30.534414
25.15183875,28.51443,25.627298,30.935863
25.0258675,30.51773,25.1763,30.5752
25.29876292,32.5195,25.249031,30.691105
25.34629958,30.5315,25.36381,30.843199
25.53262125,30.51773,25.539167,31.052732
25.23518208,29.5222,25.745201,31.279516
25.90299167,31.48113,25.490917,31.053337
26.59897875,32.49043,25.943462,31.527945
26.67473583,32.45983,26.306746,31.935764
26.65403792,33.46913,26.36535,32.07061
26.29002167,32.49043,26.400717,32.172462
26.22469875,32.47513,26.012503,31.83748
26.04252083,30.4856,26.037422,31.90038
26.73291875,32.47513,25.896187,31.808403
26.32582833,30.51773,26.738167,32.65383
26.484865,32.4889,26.127378,32.08067
26.93305333,32.47513,26.443619,32.39012
