Real_AT_mean,Real_AT_max,Predicted_AT_mean,Predicted_AT_max
28.46486792,33.65574,28.426352,31.375477
28.61128833,34.23684,28.248074,31.168224
28.7664425,33.35907,28.416616,31.37327
28.377829169999995,33.6435,28.576765,31.57212
28.32984833,31.66774,28.367887,31.337805
26.686495,30.64467,28.341612,31.310247
25.75117958,31.329760000000004,27.255854,30.034056
26.57804667,31.34812,26.513136,29.14915
25.592142920000004,27.67032,26.981525,29.681185
25.20805167,28.564919999999997,26.484972,29.082825
25.45540625,28.15814,26.156336,28.678034
25.53448042,29.55739,26.265842,28.787138
25.82802875,29.55433,26.297226,28.806862
25.52415917,28.763720000000003,26.467163,28.992886
25.77597208,29.16132,26.205387,28.67518
25.68918833,29.55586,26.326794,28.810253
25.58646917,30.539149999999996,26.239346,28.702885
26.1229775,31.33894,26.097271,28.534414
27.723055,32.54245,26.458023,28.959639
27.66563292,31.11107,27.530693,30.225958
27.62377,31.79157,27.505213,30.212523
28.094967920000002,32.03168,27.42331,30.133064
27.828945,31.01167,27.728428,30.505482
27.66404125,31.419979999999995,27.648533,30.426105
27.15403625,29.99778,27.521582,30.287731
28.0777575,31.28692,27.207287,29.928097
28.75163792,33.28257,27.6952,30.503565
29.59412167,34.08236,28.211115,31.112638
29.64643958,34.18635,28.786629,31.790836
29.87830917,34.58701,28.950089,31.9886
29.58291208,34.08695,29.052687,32.111958
29.6365625,33.69241,28.873178,31.904316
29.71831208,33.98755,28.83503,31.859386
29.82535792,33.89886,29.043032,32.108612
29.13114958,33.48902,29.222935,32.331997
28.59999625,31.00402,28.919003,31.991774
28.90489,32.79781,28.56214,31.583542
29.47032208,33.28716,28.65288,31.691366
30.20709458,34.88368,29.0222,32.120552
30.55550875,35.61926,29.512566,32.68907
29.979887080000005,35.35166,29.79246,33.012146
28.6202175,33.75667,29.451109,32.608498
28.69297625,34.35307,28.50079,31.485348
28.29702958,32.95688,28.360485,31.305037
28.1393275,33.5594,28.1415,31.038034
28.38973583,33.05169,28.011421,30.879152
27.58613333,32.87125,28.159481,31.051054
26.97106292,30.860300000000002,27.696054,30.509726
26.28947083,29.763839999999995,27.2451,29.98008
26.54739958,30.85112,26.74868,29.395294
26.69433833,30.0651,26.845615,29.50711
26.60576958,30.08193,26.990868,29.677095
26.78698292,30.55904,26.93702,29.613457
26.69994625,32.54704,27.01552,29.704967
26.33726042,31.17992,26.895317,29.56279
26.25360042,29.569629999999997,26.64116,29.261747
26.12151542,29.272960000000005,26.554087,29.156042
25.64337292,29.06192,26.442408,29.020283
24.13166458,28.16885,26.110374,28.623611
24.72748875,28.751480000000004,25.072784,27.391525
24.748135420000004,29.546679999999995,25.400124,27.765722
25.061695,28.76831,25.447897,27.810753
25.48860542,29.56504,25.661045,28.050682
25.40080375,28.17956,25.920181,28.345762
25.23271875,28.09087,25.838573,28.246437
25.59303958,29.762310000000003,25.686216,28.065178
24.98249333,28.398250000000004,25.911934,28.327576
25.026645,30.13543,25.469032,27.799557
25.22888958,29.25001,25.477482,27.798882
24.00850042,26.37506,25.644323,27.981058
24.84186792,28.272839999999995,24.73546,26.891846
24.970899170000003,29.26531,25.353537,27.596697
25.42322292,29.057330000000004,25.40961,27.639364
25.2251775,26.92556,25.715601,27.98251
26.4834175,29.123070000000002,25.529343,27.757343
26.42181708,30.091109999999997,26.413334,28.798367
25.834089169999995,29.19498,26.394304,28.784054
25.77502,29.07263,25.955803,28.272297
25.46452042,28.28049,25.900385,28.206173
25.57710833,29.257659999999998,25.649511,27.90851
25.03015125,29.27143,25.741058,28.014515
23.58209792,25.76795,25.327585,27.527498
24.46318917,27.665730000000003,24.274715,26.284225
24.668105,28.260599999999997,24.989643,27.123701
24.60362333,29.16132,25.093193,27.243027
23.35022417,25.06909,25.026703,27.164108
24.81727083,27.58316,24.059256,26.02266
24.18251417,27.268129999999996,25.175024,27.335957
24.53468333,28.06792,24.611534,26.668928
25.17179667,29.54821,24.887281,26.99129
24.74724292,27.268129999999996,25.275368,27.44733
25.299810000000004,30.057449999999996,24.93719,27.050718
25.4122725,29.661380000000005,25.346659,27.536057
25.01951333,29.26684,25.40397,27.606846
24.34594542,28.65055,25.077229,27.230976
24.41782,28.54656,24.60337,26.683098
22.92554083,25.55538,24.725563,26.83468
24.543523749999995,27.3354,23.677504,25.601767
25.74301125,28.12754,24.832174,26.961115
26.464745,30.70429,25.724817,28.011093
26.39416,30.05898,26.237045,28.62009
25.65229583,30.055919999999997,26.199978,28.58391
25.237874169999998,30.054390000000005,25.611633,27.892761
24.75978708,27.572450000000003,25.256588,27.46731
24.93603625,27.971580000000003,24.903606,27.043869
24.48886792,30.155320000000003,25.094496,27.261206
24.09916875,28.370710000000003,24.777784,26.880836
23.24407292,25.57833,24.488358,26.530828
24.48982417,27.971580000000003,23.862225,25.781282
24.514740000000003,28.46705,24.793015,26.865469
24.362325,28.17344,24.72674,26.77582
24.54111583,28.76525,24.570156,26.582838
24.01671583,28.16273,24.651808,26.673668
22.25561083,23.77995,24.213886,26.154566
22.04119833,23.27683,22.921642,24.627804
22.53883375,23.97263,22.867994,24.564928
22.28905875,23.76312,23.232792,24.991844
22.88623208,24.48952,23.04263,24.764915
23.30364792,26.48364,23.48947,25.28583
23.77076375,27.06168,23.701801,25.526882
23.571645,26.17014,23.961786,25.826065
23.57234417,27.262009999999997,23.756313,25.579191
24.04156375,27.06321,23.727196,25.54432
24.02556667,27.54797,23.999308,25.872414
23.49492333,27.54797,23.990265,25.875124
23.85773458,27.54185,23.63664,25.472982
24.1222275,28.03732,23.94641,25.84698
24.11681083,28.73312,24.14167,26.07918
23.71468667,26.74053,24.13409,26.068838
23.30052417,28.265189999999997,23.844233,25.722479
22.54463292,24.76324,23.560722,25.377472
