Real_AT_mean,Real_AT_max,Predicted_AT_mean,Predicted_AT_max
26.23225875,30.72112,26.358326,30.480503
27.04332,30.81134,25.919025,29.962643
28.16329125,31.9078,26.063492,30.16433
27.3898875,32.10507,26.522718,30.759375
27.566515,31.23342,26.410524,30.612291
26.65871875,30.72112,26.368723,30.55239
25.90824625,31.50561,25.964975,30.065874
26.41652375,31.50561,25.562078,29.577925
23.8877525,26.84146,25.705288,29.763464
25.16332,29.51149,24.785345,28.56546
24.086355,29.51149,25.070131,28.895578
25.63145375,30.70582,24.734936,28.4757
25.95851375,30.49784,25.336014,29.228193
26.481135,30.33576,25.584383,29.581234
26.289405,30.92298,25.82099,29.874
25.77195375,30.91533,25.690287,29.738636
26.61015375,31.86649,25.409676,29.400354
27.34093375,32.16163,25.536762,29.639778
23.66524375,29.133780000000005,25.858355,30.1128
24.4097875,30.52385,24.673855,28.628317
24.40558625,28.73006,24.592337,28.513132
24.607255,30.92298,24.74603,28.656635
23.50276875,25.05838,24.925812,28.842766
23.64632875,25.062970000000004,24.415468,28.16397
26.39646125,31.32517,24.319027,27.978197
24.48377,31.63102,25.579634,29.537935
25.33746125,30.7303,24.977493,28.817245
26.285395,31.785450000000004,25.058052,28.972383
25.05303125,31.33894,25.540226,29.61823
26.37161125,32.01179,25.215841,29.213274
26.38766375,32.92475,25.602247,29.709064
25.46267375,32.33906,25.668982,29.845232
23.61841875,25.549259999999997,25.362646,29.477108
26.468525,31.61572,24.278706,28.09437
26.93723875,32.10048,25.292492,29.34648
27.16451625,32.11425,25.83753,30.004425
28.1359675,33.85607,25.859638,30.074818
28.5783075,33.06546,26.158571,30.436474
27.94519375,34.23225,26.344088,30.597466
23.9498775,29.56657,25.850485,30.027884
25.47414875,27.56939,23.96006,27.722925
24.01372375,26.771129999999996,24.62669,28.457424
23.86252,28.857,24.212118,27.926416
24.77509125,29.147549999999995,24.061007,27.735546
26.22307875,29.53597,24.592905,28.392605
25.81822375,29.242359999999998,25.27602,29.306559
23.3037775,24.57209,25.19367,29.201841
25.38353375,28.53891,23.704123,27.391314
26.159615,30.5162,24.601332,28.51801
26.92614625,31.51938,25.167418,29.287693
25.38850625,28.53738,25.50751,29.743504
26.08736,30.11554,24.806555,28.895296
27.015225,31.52244,24.905453,29.061241
26.98043625,30.92757,25.460865,29.749754
24.15134875,27.34764,25.52985,29.838202
26.37791625,30.32046,24.14492,28.1957
25.2894825,29.21023,25.080357,29.331694
24.0485125,27.55256,24.903908,29.126047
24.21270875,27.1213,24.232786,28.290684
23.41864375,27.23447,24.151335,28.218344
23.7296575,29.4916,23.731544,27.806
24.43176875,28.92274,24.007616,28.164562
23.57291375,28.02202,24.460583,28.72668
25.0100125,30.106360000000002,24.031063,28.21151
24.89360375,29.91674,24.409332,28.630762
25.63221875,31.30222,24.3134,28.473545
25.54830375,30.00237,24.497896,28.724335
24.462165,27.94251,24.509111,28.747585
24.60285625,30.70582,23.921192,28.0377
23.12790875,26.95769,23.916388,28.010578
23.31581375,27.34764,23.087454,26.981556
23.49874625,30.01002,23.134434,26.996592
25.23059625,31.27927,23.275269,27.164984
26.55778875,31.8925,24.090708,28.244349
26.69331625,32.89415,24.843555,29.167107
25.2684575,29.63231,24.707005,29.036963
23.40623125,26.95922,23.941938,28.103168
22.7494275,25.24494,22.925869,26.843637
23.75050375,26.52643,22.717491,26.496857
24.1519225,28.32022,23.484749,27.362848
23.6866575,27.94251,23.653114,27.603065
