Real_AT_mean,Real_AT_max,Predicted_AT_mean,Predicted_AT_max
28.46486792,33.65574,28.756237,31.610392
28.61128833,34.23684,28.536095,31.372185
28.7664425,33.35907,28.510967,31.375877
28.377829169999995,33.6435,28.645916,31.559998
28.32984833,31.66774,28.53806,31.457375
26.686495,30.64467,28.501404,31.428673
25.75117958,31.329760000000004,27.621086,30.41272
26.57804667,31.34812,26.72872,29.377653
25.592142920000004,27.67032,26.918629,29.597004
25.20805167,28.564919999999997,26.577904,29.193228
25.45540625,28.15814,26.21054,28.757725
25.53448042,29.55739,26.197819,28.732464
25.82802875,29.55433,26.240772,28.771496
25.52415917,28.763720000000003,26.41354,28.964613
25.77597208,29.16132,26.271708,28.78948
25.68918833,29.55586,26.3389,28.85997
25.58646917,30.539149999999996,26.33605,28.848753
26.1229775,31.33894,26.265493,28.759428
27.723055,32.54245,26.555412,29.096073
27.66563292,31.11107,27.578436,30.307652
27.62377,31.79157,27.931486,30.729553
28.094967920000002,32.03168,27.890814,30.67872
27.828945,31.01167,28.047276,30.847933
27.66404125,31.419979999999995,28.00853,30.78476
27.15403625,29.99778,27.92859,30.67453
28.0777575,31.28692,27.68244,30.368382
28.75163792,33.28257,28.09073,30.826273
29.59412167,34.08236,28.616642,31.425768
29.64643958,34.18635,29.150578,32.039646
29.87830917,34.58701,29.238558,32.137585
29.58291208,34.08695,29.223372,32.114723
29.6365625,33.69241,28.993385,31.845316
29.71831208,33.98755,28.894005,31.726677
29.82535792,33.89886,29.020266,31.879732
29.13114958,33.48902,29.228975,32.129616
28.59999625,31.00402,29.070374,31.953703
28.90489,32.79781,28.771305,31.61426
29.47032208,33.28716,28.768827,31.618519
30.20709458,34.88368,29.046055,31.946589
30.55550875,35.61926,29.447208,32.418358
29.979887080000005,35.35166,29.640055,32.652576
28.6202175,33.75667,29.28675,32.25724
28.69297625,34.35307,28.383715,31.225986
28.29702958,32.95688,28.113888,30.929977
28.1393275,33.5594,27.986137,30.79905
28.38973583,33.05169,27.96223,30.789558
27.58613333,32.87125,28.157495,31.034868
26.97106292,30.860300000000002,27.824766,30.663092
26.28947083,29.763839999999995,27.374647,30.149082
26.54739958,30.85112,26.87248,29.569548
26.69433833,30.0651,26.889347,29.59149
26.60576958,30.08193,27.082373,29.815304
26.78698292,30.55904,27.141766,29.883987
26.69994625,32.54704,27.230997,29.990887
26.33726042,31.17992,27.151423,29.899431
26.25360042,29.569629999999997,26.929747,29.638956
26.12151542,29.272960000000005,26.813494,29.497402
25.64337292,29.06192,26.724281,29.384148
24.13166458,28.16885,26.460526,29.062284
24.72748875,28.751480000000004,25.501047,27.91288
24.748135420000004,29.546679999999995,25.500786,27.89488
